IND	SRC_TYPE	TARGET	CL_ID	FILE_ACCESSION	CL_NAME
3406	TF	ZNF703	EFO:0001187	ENCFF898LPA	HepG2
3407	TF	ZNF704	EFO:0001187	ENCFF155NXO	HepG2
3408	TF	ZNF707	EFO:0001187	ENCFF497RWP	HepG2
3409	TF	ZNF709	EFO:0001187	ENCFF371EUY	HepG2
3410	TF	ZNF710	EFO:0001187	ENCFF216JWP	HepG2
3411	TF	ZNF713	EFO:0001187	ENCFF262CSX	HepG2
3412	TF	ZNF720	EFO:0001187	ENCFF879KUL	HepG2
3413	TF	ZNF724P	EFO:0001187	ENCFF991QJO	HepG2
3414	TF	ZNF737	EFO:0001187	ENCFF024LQZ	HepG2
3415	TF	ZNF740	EFO:0001187	ENCFF854KWX	HepG2
3416	TF	ZNF746	EFO:0001187	ENCFF815JML	HepG2
3417	TF	ZNF747	EFO:0001187	ENCFF672ZEZ	HepG2
3418	TF	ZNF749	EFO:0001187	ENCFF143QCD	HepG2
3419	TF	ZNF75D	EFO:0001187	ENCFF501HSY	HepG2
3420	TF	ZNF761	EFO:0001187	ENCFF670IOD	HepG2
3421	TF	ZNF766	EFO:0001187	ENCFF042SUM	HepG2
3422	TF	ZNF768	EFO:0001187	ENCFF079KQG	HepG2
3423	TF	ZNF770	EFO:0001187	ENCFF514IUU	HepG2
3424	TF	ZNF772	EFO:0001187	ENCFF874HXM	HepG2
3425	TF	ZNF773	EFO:0001187	ENCFF906WDG	HepG2
3426	TF	ZNF775	EFO:0001187	ENCFF230KZH	HepG2
3427	TF	ZNF776	EFO:0001187	ENCFF396ZSB	HepG2
3428	TF	ZNF777	EFO:0001187	ENCFF920PLY	HepG2
3429	TF	ZNF778	EFO:0001187	ENCFF078ATH	HepG2
3430	TF	ZNF780A	EFO:0001187	ENCFF437XMN	HepG2
3431	TF	ZNF781	EFO:0001187	ENCFF482XKY	HepG2
3432	TF	ZNF782	EFO:0001187	ENCFF462RVE	HepG2
3433	TF	ZNF784	EFO:0001187	ENCFF645BZY	HepG2
3434	TF	ZNF786	EFO:0001187	ENCFF458FBS	HepG2
3435	TF	ZNF788	EFO:0001187	ENCFF663KMO	HepG2
3436	TF	ZNF790	EFO:0001187	ENCFF016EAV	HepG2
3437	TF	ZNF792	EFO:0001187	ENCFF750QHT	HepG2
3438	TF	ZNF800	EFO:0001187	ENCFF618NTX	HepG2
3439	TF	ZNF816	EFO:0001187	ENCFF994VNA	HepG2
3440	TF	ZNF827	EFO:0001187	ENCFF004BLZ	HepG2
3441	TF	ZNF83	EFO:0001187	ENCFF621IOC	HepG2
3442	TF	ZNF839	EFO:0001187	ENCFF332MPQ	HepG2
3443	TF	ZNF850	EFO:0001187	ENCFF331QMY	HepG2
3444	TF	ZNF865	EFO:0001187	ENCFF060MHX	HepG2
3445	TF	ZNF878	EFO:0001187	ENCFF625DDW	HepG2
3446	TF	ZNF879	EFO:0001187	ENCFF322IPP	HepG2
3447	TF	ZNF883	EFO:0001187	ENCFF189PKJ	HepG2
3448	TF	ZNF891	EFO:0001187	ENCFF903IZG	HepG2
3449	TF	ZSCAN12	EFO:0001187	ENCFF594DAV	HepG2
3450	TF	ZSCAN20	EFO:0001187	ENCFF505AEY	HepG2
3451	TF	ZSCAN21	EFO:0001187	ENCFF137QEJ	HepG2
3452	TF	ZSCAN22	EFO:0001187	ENCFF904LYG	HepG2
3453	TF	ZSCAN25	EFO:0001187	ENCFF460DRP	HepG2
3454	TF	ZSCAN29	EFO:0001187	ENCFF896PGF	HepG2
3455	TF	ZSCAN30	EFO:0001187	ENCFF560NWT	HepG2
3456	TF	ZSCAN31	EFO:0001187	ENCFF810TWJ	HepG2
3457	TF	ZSCAN5A	EFO:0001187	ENCFF154DSR	HepG2
3458	TF	ZSCAN9	EFO:0001187	ENCFF999NWQ	HepG2
3459	TF	ZUFSP	EFO:0001187	ENCFF594JNI	HepG2
3460	TF	ZXDC	EFO:0001187	ENCFF044XYZ	HepG2
3461	TF	ZZZ3	EFO:0001187	ENCFF791UUM	HepG2
3462	TF	BHLHE40	EFO:0001196	ENCFF032HPB	IMR-90
3463	TF	CEBPB	EFO:0001196	ENCFF786CKM	IMR-90
3464	TF	CHD1	EFO:0001196	ENCFF150MNG	IMR-90
3465	TF	CTCF	EFO:0001196	ENCFF203SRF	IMR-90
3466	TF	ELK1	EFO:0001196	ENCFF483ERE	IMR-90
3467	TF	FOS	EFO:0001196	ENCFF459DPT	IMR-90
3468	TF	MAFK	EFO:0001196	ENCFF124ORZ	IMR-90
3469	TF	MAZ	EFO:0001196	ENCFF566MPI	IMR-90
3470	TF	MXI1	EFO:0001196	ENCFF718BQI	IMR-90
3471	TF	NFE2L2	EFO:0001196	ENCFF585XWV	IMR-90
3472	TF	POLR2A	EFO:0001196	ENCFF448ZOJ	IMR-90
3473	TF	RAD21	EFO:0001196	ENCFF699YDJ	IMR-90
3474	TF	RCOR1	EFO:0001196	ENCFF890WEE	IMR-90
3475	TF	RFX5	EFO:0001196	ENCFF170WDS	IMR-90
3476	TF	SMC3	EFO:0001196	ENCFF770ISZ	IMR-90
3477	TF	USF2	EFO:0001196	ENCFF470FUH	IMR-90
3478	TF	CEBPB	EFO:0005718	ENCFF592ZPR	Ishikawa
3479	TF	CREB1	EFO:0005718	ENCFF259FVH	Ishikawa
3480	TF	EGR1	EFO:0005718	ENCFF943XDP	Ishikawa
3481	TF	EP300	EFO:0005718	ENCFF191GQE	Ishikawa
3482	TF	FOXM1	EFO:0005718	ENCFF317XQY	Ishikawa
3483	TF	MAX	EFO:0005718	ENCFF200RKW	Ishikawa
3484	TF	NFIC	EFO:0005718	ENCFF470CBJ	Ishikawa
3485	TF	RAD21	EFO:0005718	ENCFF606QRV	Ishikawa
3486	TF	REST	EFO:0005718	ENCFF717BYN	Ishikawa
3487	TF	SRF	EFO:0005718	ENCFF714RQM	Ishikawa
3488	TF	TAF1	EFO:0005718	ENCFF672PRI	Ishikawa
3489	TF	TCF12	EFO:0005718	ENCFF989TZU	Ishikawa
3490	TF	TEAD4	EFO:0005718	ENCFF438PCR	Ishikawa
3491	TF	USF1	EFO:0005718	ENCFF916FTX	Ishikawa
3492	TF	YY1	EFO:0005718	ENCFF545PFH	Ishikawa
3493	TF	ZBTB7A	EFO:0005718	ENCFF479IHN	Ishikawa
3494	TF	ADNP	EFO:0002067	ENCFF739AJO	K562
3495	TF	AFF1	EFO:0002067	ENCFF195YGC	K562
3496	TF	AGO1	EFO:0002067	ENCFF100VYA	K562
3497	TF	ARHGAP35	EFO:0002067	ENCFF952WKN	K562
3498	TF	ARID1B	EFO:0002067	ENCFF879NTL	K562
3499	TF	ARID2	EFO:0002067	ENCFF913WRW	K562
3500	TF	ARID3A	EFO:0002067	ENCFF891OQP	K562
3501	TF	ARID3B	EFO:0002067	ENCFF270TSN	K562
3502	TF	ARID4B	EFO:0002067	ENCFF528IDR	K562
3503	TF	ARNT	EFO:0002067	ENCFF553BVI	K562
3504	TF	ASH1L	EFO:0002067	ENCFF553IUR	K562
3505	TF	ATF1	EFO:0002067	ENCFF793HSJ	K562
3506	TF	ATF2	EFO:0002067	ENCFF121HYT	K562
3507	TF	ATF3	EFO:0002067	ENCFF246USC	K562
3508	TF	ATF4	EFO:0002067	ENCFF250MUC	K562
3509	TF	ATF6	EFO:0002067	ENCFF863ZFH	K562
3510	TF	ATF7	EFO:0002067	ENCFF951BFN	K562
3511	TF	BACH1	EFO:0002067	ENCFF678TXX	K562
3512	TF	BCL6	EFO:0002067	ENCFF941EDY	K562
3513	TF	BCLAF1	EFO:0002067	ENCFF725JXZ	K562
3514	TF	BCOR	EFO:0002067	ENCFF124FTW	K562
3515	TF	BDP1	EFO:0002067	ENCFF284FTY	K562
3516	TF	BHLHE40	EFO:0002067	ENCFF154IVU	K562
3517	TF	BMI1	EFO:0002067	ENCFF600KEF	K562
3518	TF	BRCA1	EFO:0002067	ENCFF620FIH	K562
3519	TF	BRD4	EFO:0002067	ENCFF130JVF	K562
3520	TF	BRD9	EFO:0002067	ENCFF775WSL	K562
3521	TF	BRF1	EFO:0002067	ENCFF577LSK	K562
3522	TF	C11orf30	EFO:0002067	ENCFF038WQY	K562
3523	TF	CAMTA2	EFO:0002067	ENCFF123IHX	K562
3524	TF	CBFA2T2	EFO:0002067	ENCFF543GET	K562
3525	TF	CBFA2T3	EFO:0002067	ENCFF082DOH	K562
3526	TF	CBFB	EFO:0002067	ENCFF802NHC	K562
3527	TF	CBX1	EFO:0002067	ENCFF470CSE	K562
3528	TF	CBX2	EFO:0002067	ENCFF258XBJ	K562
3529	TF	CBX3	EFO:0002067	ENCFF386ZWO	K562
3530	TF	CBX5	EFO:0002067	ENCFF066OJB	K562
3531	TF	CBX8	EFO:0002067	ENCFF522HZT	K562
3532	TF	CC2D1A	EFO:0002067	ENCFF156GHD	K562
3533	TF	CCAR2	EFO:0002067	ENCFF704PGT	K562
3534	TF	CCNT2	EFO:0002067	ENCFF642ZYO	K562
3535	TF	CDC5L	EFO:0002067	ENCFF408RSJ	K562
3536	TF	CEBPB	EFO:0002067	ENCFF712ZNR	K562
3537	TF	CEBPG	EFO:0002067	ENCFF558AJI	K562
3538	TF	CEBPZ	EFO:0002067	ENCFF588GNU	K562
3539	TF	CGGBP1	EFO:0002067	ENCFF771XZZ	K562
3540	TF	CHAMP1	EFO:0002067	ENCFF541VYN	K562
3541	TF	CHCHD3	EFO:0002067	ENCFF645IVF	K562
3542	TF	CHD1	EFO:0002067	ENCFF408NUX	K562
3543	TF	CHD2	EFO:0002067	ENCFF947AEO	K562
3544	TF	CHD4	EFO:0002067	ENCFF985QBS	K562
3545	TF	CHD7	EFO:0002067	ENCFF722UJW	K562
3546	TF	CLOCK	EFO:0002067	ENCFF648UJW	K562
3547	TF	CREB1	EFO:0002067	ENCFF970QKS	K562
3548	TF	CREB3	EFO:0002067	ENCFF950IYB	K562
3549	TF	CREB3L1	EFO:0002067	ENCFF118GMS	K562
3550	TF	CREB5	EFO:0002067	ENCFF875JMR	K562
3551	TF	CREBBP	EFO:0002067	ENCFF532VPN	K562
3552	TF	CREM	EFO:0002067	ENCFF324ELP	K562
3553	TF	CSDE1	EFO:0002067	ENCFF746OAD	K562
3554	TF	CTBP1	EFO:0002067	ENCFF782PIZ	K562
3555	TF	CTCF	EFO:0002067	ENCFF660GHM	K562
3556	TF	CTCFL	EFO:0002067	ENCFF630YVJ	K562
3557	TF	CUX1	EFO:0002067	ENCFF136KLM	K562
3558	TF	CXXC5	EFO:0002067	ENCFF798LLI	K562
3559	TF	DACH1	EFO:0002067	ENCFF729DNM	K562
3560	TF	DDIT3	EFO:0002067	ENCFF869RFC	K562
3561	TF	DDX20	EFO:0002067	ENCFF746TUQ	K562
3562	TF	DEAF1	EFO:0002067	ENCFF030AXK	K562
3563	TF	DIDO1	EFO:0002067	ENCFF928BHE	K562
3564	TF	DLX4	EFO:0002067	ENCFF832DBU	K562
3565	TF	DMBX1	EFO:0002067	ENCFF359ZQQ	K562
3566	TF	DMTF1	EFO:0002067	ENCFF505INE	K562
3567	TF	DNMT1	EFO:0002067	ENCFF412WOK	K562
3568	TF	DPF2	EFO:0002067	ENCFF716PXH	K562
3569	TF	E2F1	EFO:0002067	ENCFF904RTN	K562
3570	TF	E2F3	EFO:0002067	ENCFF710UAZ	K562
3571	TF	E2F4	EFO:0002067	ENCFF221TRR	K562
3572	TF	E2F5	EFO:0002067	ENCFF173QUY	K562
3573	TF	E2F6	EFO:0002067	ENCFF831NDQ	K562
3574	TF	E2F7	EFO:0002067	ENCFF938ZPZ	K562
3575	TF	E2F8	EFO:0002067	ENCFF925GLW	K562
3576	TF	E4F1	EFO:0002067	ENCFF439KTZ	K562
3577	TF	EGR1	EFO:0002067	ENCFF640AKG	K562
3578	TF	EHMT2	EFO:0002067	ENCFF189OHQ	K562
3579	TF	ELF1	EFO:0002067	ENCFF763MXW	K562
3580	TF	ELF2	EFO:0002067	ENCFF695PDY	K562
3581	TF	ELF4	EFO:0002067	ENCFF518EGY	K562
3582	TF	ELK1	EFO:0002067	ENCFF586MZX	K562
3583	TF	ELK3	EFO:0002067	ENCFF198NGY	K562
3584	TF	EP300	EFO:0002067	ENCFF702XPO	K562
3585	TF	EP400	EFO:0002067	ENCFF167CQF	K562
3586	TF	ERF	EFO:0002067	ENCFF330EGV	K562
3587	TF	ESRRA	EFO:0002067	ENCFF588QRH	K562
3588	TF	ESRRB	EFO:0002067	ENCFF106ECV	K562
3589	TF	ETS1	EFO:0002067	ENCFF886BDQ	K562
3590	TF	ETS2	EFO:0002067	ENCFF772QLT	K562
3591	TF	ETV1	EFO:0002067	ENCFF065RZP	K562
3592	TF	ETV5	EFO:0002067	ENCFF604LXR	K562
3593	TF	ETV6	EFO:0002067	ENCFF405QTW	K562
3594	TF	EWSR1	EFO:0002067	ENCFF924FYI	K562
3595	TF	EZH2	EFO:0002067	ENCFF804RVA	K562
3596	TF	FIP1L1	EFO:0002067	ENCFF084DTV	K562
3597	TF	FOS	EFO:0002067	ENCFF258PLH	K562
3598	TF	FOSL1	EFO:0002067	ENCFF256NXT	K562
3599	TF	FOXA1	EFO:0002067	ENCFF497OQD	K562
3600	TF	FOXA3	EFO:0002067	ENCFF197SXI	K562
3601	TF	FOXJ2	EFO:0002067	ENCFF957CVJ	K562
3602	TF	FOXJ3	EFO:0002067	ENCFF567CPM	K562
3603	TF	FOXK1	EFO:0002067	ENCFF516ZWP	K562
3604	TF	FOXK2	EFO:0002067	ENCFF702AQS	K562
3605	TF	FOXM1	EFO:0002067	ENCFF820MJD	K562
3606	TF	FOXO4	EFO:0002067	ENCFF750AGR	K562
3607	TF	FOXP1	EFO:0002067	ENCFF491EEI	K562
3608	TF	FOXP4	EFO:0002067	ENCFF974IPP	K562
3609	TF	FUS	EFO:0002067	ENCFF688ARM	K562
3610	TF	GABPA	EFO:0002067	ENCFF889XXJ	K562
3611	TF	GABPB1	EFO:0002067	ENCFF009RFC	K562
3612	TF	GABPB2	EFO:0002067	ENCFF103YZQ	K562
3613	TF	GATA1	EFO:0002067	ENCFF657CTC	K562
3614	TF	GATA2	EFO:0002067	ENCFF772OKO	K562
3615	TF	GATAD2A	EFO:0002067	ENCFF295YRT	K562
3616	TF	GATAD2B	EFO:0002067	ENCFF388KGW	K562
3617	TF	GMEB1	EFO:0002067	ENCFF863WFD	K562
3618	TF	GTF2A2	EFO:0002067	ENCFF920CRL	K562
3619	TF	GTF2B	EFO:0002067	ENCFF987FJR	K562
3620	TF	GTF2E2	EFO:0002067	ENCFF564KIU	K562
3621	TF	GTF2F1	EFO:0002067	ENCFF075BRS	K562
3622	TF	GTF2I	EFO:0002067	ENCFF866OZW	K562
3623	TF	GTF3C2	EFO:0002067	ENCFF496PIQ	K562
3624	TF	HBP1	EFO:0002067	ENCFF681YLP	K562
3625	TF	HCFC1	EFO:0002067	ENCFF139FMU	K562
3626	TF	HDAC1	EFO:0002067	ENCFF432KJA	K562
3627	TF	HDAC2	EFO:0002067	ENCFF652ZZF	K562
3628	TF	HDAC3	EFO:0002067	ENCFF775PIY	K562
3629	TF	HDAC6	EFO:0002067	ENCFF736FGN	K562
3630	TF	HDAC8	EFO:0002067	ENCFF566PEY	K562
3631	TF	HDGF	EFO:0002067	ENCFF621FPC	K562
3632	TF	HES1	EFO:0002067	ENCFF671ZGP	K562
3633	TF	HEY1	EFO:0002067	ENCFF180KAV	K562
3634	TF	HINFP	EFO:0002067	ENCFF826QOG	K562
3635	TF	HIVEP1	EFO:0002067	ENCFF449JMB	K562
3636	TF	HLTF	EFO:0002067	ENCFF614IBI	K562
3637	TF	HMBOX1	EFO:0002067	ENCFF718DFX	K562
3638	TF	HMG20A	EFO:0002067	ENCFF866ARI	K562
3639	TF	HMG20B	EFO:0002067	ENCFF099OSI	K562
3640	TF	HMGN3	EFO:0002067	ENCFF615AKB	K562
3641	TF	HMGXB4	EFO:0002067	ENCFF185KMK	K562
3642	TF	HNRNPH1	EFO:0002067	ENCFF844QFF	K562
3643	TF	HNRNPK	EFO:0002067	ENCFF505RNR	K562
3644	TF	HNRNPL	EFO:0002067	ENCFF984ESZ	K562
3645	TF	HNRNPLL	EFO:0002067	ENCFF662WPN	K562
3646	TF	HNRNPUL1	EFO:0002067	ENCFF991ZSC	K562
3647	TF	HOMEZ	EFO:0002067	ENCFF601LMD	K562
3648	TF	HOXB6	EFO:0002067	ENCFF285MHB	K562
3649	TF	HSF4	EFO:0002067	ENCFF023JGT	K562
3650	TF	ID3	EFO:0002067	ENCFF794SCQ	K562
3651	TF	IFI16	EFO:0002067	ENCFF518SJY	K562
3652	TF	IKZF1	EFO:0002067	ENCFF637SIR	K562
3653	TF	ILF3	EFO:0002067	ENCFF382CUT	K562
3654	TF	ILK	EFO:0002067	ENCFF143MEF	K562
3655	TF	IRF1	EFO:0002067	ENCFF093BBG	K562
3656	TF	IRF2	EFO:0002067	ENCFF430YXJ	K562
3657	TF	IRF9	EFO:0002067	ENCFF724CHN	K562
3658	TF	JUN	EFO:0002067	ENCFF865UPM	K562
3659	TF	JUNB	EFO:0002067	ENCFF932KRN	K562
3660	TF	JUND	EFO:0002067	ENCFF273KIA	K562
3661	TF	KAT2B	EFO:0002067	ENCFF349VSP	K562
3662	TF	KAT7	EFO:0002067	ENCFF555IKI	K562
3663	TF	KAT8	EFO:0002067	ENCFF113LBV	K562
3664	TF	KDM1A	EFO:0002067	ENCFF829FZW	K562
3665	TF	KDM2B	EFO:0002067	ENCFF702THZ	K562
3666	TF	KDM4B	EFO:0002067	ENCFF928UFW	K562
3667	TF	KDM5B	EFO:0002067	ENCFF807FNB	K562
3668	TF	KHSRP	EFO:0002067	ENCFF525XXS	K562
3669	TF	KLF1	EFO:0002067	ENCFF674KVR	K562
3670	TF	KLF10	EFO:0002067	ENCFF142ZTD	K562
3671	TF	KLF13	EFO:0002067	ENCFF453MMH	K562
3672	TF	KLF16	EFO:0002067	ENCFF488OTN	K562
3673	TF	KLF6	EFO:0002067	ENCFF563ZJM	K562
3674	TF	L3MBTL2	EFO:0002067	ENCFF063NIH	K562
3675	TF	LARP7	EFO:0002067	ENCFF304PQQ	K562
3676	TF	LCOR	EFO:0002067	ENCFF266MUT	K562
3677	TF	LEF1	EFO:0002067	ENCFF689HWD	K562
3678	TF	MAFF	EFO:0002067	ENCFF119AHD	K562
3679	TF	MAFG	EFO:0002067	ENCFF493DXA	K562
3680	TF	MAFK	EFO:0002067	ENCFF439TJM	K562
3681	TF	MAX	EFO:0002067	ENCFF266YHW	K562
3682	TF	MAZ	EFO:0002067	ENCFF389FLV	K562
3683	TF	MBD1	EFO:0002067	ENCFF313VEF	K562
3684	TF	MBD2	EFO:0002067	ENCFF788YHU	K562
3685	TF	MCM2	EFO:0002067	ENCFF147IAH	K562
3686	TF	MCM3	EFO:0002067	ENCFF583XAW	K562
3687	TF	MCM5	EFO:0002067	ENCFF344LTH	K562
3688	TF	MCM7	EFO:0002067	ENCFF239OHL	K562
3689	TF	MECOM	EFO:0002067	ENCFF188PLS	K562
3690	TF	MED1	EFO:0002067	ENCFF882ZEN	K562
3691	TF	MEF2A	EFO:0002067	ENCFF031NTF	K562
3692	TF	MEF2D	EFO:0002067	ENCFF242ULW	K562
3693	TF	MEIS2	EFO:0002067	ENCFF861ZJL	K562
3694	TF	MGA	EFO:0002067	ENCFF524ZER	K562
3695	TF	MIER1	EFO:0002067	ENCFF562XKK	K562
3696	TF	MITF	EFO:0002067	ENCFF605XYC	K562
3697	TF	MLLT1	EFO:0002067	ENCFF556MUV	K562
3698	TF	MLX	EFO:0002067	ENCFF128YWS	K562
3699	TF	MNT	EFO:0002067	ENCFF440AQF	K562
3700	TF	MTA1	EFO:0002067	ENCFF058ZHN	K562
3701	TF	MTA2	EFO:0002067	ENCFF080IBW	K562
3702	TF	MTA3	EFO:0002067	ENCFF280AIK	K562
3703	TF	MTF1	EFO:0002067	ENCFF478MAJ	K562
3704	TF	MXD1	EFO:0002067	ENCFF559MTF	K562
3705	TF	MXI1	EFO:0002067	ENCFF068IGH	K562
3706	TF	MYBL2	EFO:0002067	ENCFF227LKX	K562
3707	TF	MYC	EFO:0002067	ENCFF114VAI	K562
3708	TF	MYNN	EFO:0002067	ENCFF603EAX	K562
3709	TF	NBN	EFO:0002067	ENCFF670POK	K562
3710	TF	NCOA1	EFO:0002067	ENCFF660DEP	K562
3711	TF	NCOA2	EFO:0002067	ENCFF872RQG	K562
3712	TF	NCOA4	EFO:0002067	ENCFF067BCD	K562
3713	TF	NCOA6	EFO:0002067	ENCFF996OEL	K562
3714	TF	NCOR1	EFO:0002067	ENCFF321NXM	K562
3715	TF	NELFE	EFO:0002067	ENCFF265KKE	K562
3716	TF	NEUROD1	EFO:0002067	ENCFF625QHR	K562
3717	TF	NFATC3	EFO:0002067	ENCFF778UHP	K562
3718	TF	NFE2	EFO:0002067	ENCFF023IFO	K562
3719	TF	NFE2L1	EFO:0002067	ENCFF366XDW	K562
3720	TF	NFIC	EFO:0002067	ENCFF169MAE	K562
3721	TF	NFIX	EFO:0002067	ENCFF726LLI	K562
3722	TF	NFRKB	EFO:0002067	ENCFF057NNR	K562
3723	TF	NFXL1	EFO:0002067	ENCFF201WFM	K562
3724	TF	NFYA	EFO:0002067	ENCFF786CRW	K562
3725	TF	NFYB	EFO:0002067	ENCFF718ZFY	K562
3726	TF	NKRF	EFO:0002067	ENCFF068MGV	K562
3727	TF	NONO	EFO:0002067	ENCFF823CQK	K562
3728	TF	NR0B1	EFO:0002067	ENCFF931LUC	K562
3729	TF	NR1H2	EFO:0002067	ENCFF798KXN	K562
3730	TF	NR2C1	EFO:0002067	ENCFF199GFU	K562
3731	TF	NR2C2	EFO:0002067	ENCFF946CTR	K562
3732	TF	NR2F1	EFO:0002067	ENCFF746GDG	K562
3733	TF	NR2F2	EFO:0002067	ENCFF847ZHF	K562
3734	TF	NR2F6	EFO:0002067	ENCFF647RGI	K562
3735	TF	NR3C1	EFO:0002067	ENCFF201BGD	K562
3736	TF	NR4A1	EFO:0002067	ENCFF137TCL	K562
3737	TF	NRF1	EFO:0002067	ENCFF259YUE	K562
3738	TF	NUFIP1	EFO:0002067	ENCFF669RLC	K562
3739	TF	OTX1	EFO:0002067	ENCFF245JPK	K562
3740	TF	PATZ1	EFO:0002067	ENCFF743JJF	K562
3741	TF	PBX2	EFO:0002067	ENCFF345BUG	K562
3742	TF	PCBP1	EFO:0002067	ENCFF467RYH	K562
3743	TF	PCBP2	EFO:0002067	ENCFF941XZW	K562
3744	TF	PHB	EFO:0002067	ENCFF424OWM	K562
3745	TF	PHB2	EFO:0002067	ENCFF785QJM	K562
3746	TF	PHF20	EFO:0002067	ENCFF053PDX	K562
3747	TF	PHF21A	EFO:0002067	ENCFF215JWS	K562
3748	TF	PHF8	EFO:0002067	ENCFF981ISM	K562
3749	TF	PHTF2	EFO:0002067	ENCFF130WQT	K562
3750	TF	PKNOX1	EFO:0002067	ENCFF099RDJ	K562
3751	TF	PML	EFO:0002067	ENCFF051FNO	K562
3752	TF	POLR2A	EFO:0002067	ENCFF355MNE	K562
3753	TF	POLR2AphosphoS2	EFO:0002067	ENCFF951KHS	K562
3754	TF	POLR2AphosphoS5	EFO:0002067	ENCFF060MMW	K562
3755	TF	POLR2B	EFO:0002067	ENCFF821QOS	K562
3756	TF	POLR2G	EFO:0002067	ENCFF283CUY	K562
3757	TF	POLR2H	EFO:0002067	ENCFF084KHS	K562
3758	TF	POLR3A	EFO:0002067	ENCFF627DJP	K562
3759	TF	POLR3G	EFO:0002067	ENCFF307GHJ	K562
3760	TF	POU5F1	EFO:0002067	ENCFF724DNU	K562
3761	TF	PPARD	EFO:0002067	ENCFF893YKY	K562
3762	TF	PRDM10	EFO:0002067	ENCFF405BKB	K562
3763	TF	PREB	EFO:0002067	ENCFF927VIS	K562
3764	TF	PRMT5	EFO:0002067	ENCFF018TNP	K562
3765	TF	PRPF4	EFO:0002067	ENCFF417RQZ	K562
3766	TF	PTBP1	EFO:0002067	ENCFF917HXV	K562
3767	TF	PTRF	EFO:0002067	ENCFF491UBF	K562
3768	TF	PTTG1	EFO:0002067	ENCFF918BZG	K562
3769	TF	PURB	EFO:0002067	ENCFF500BWO	K562
3770	TF	PYGO2	EFO:0002067	ENCFF232TVE	K562
3771	TF	RAD21	EFO:0002067	ENCFF330SHG	K562
3772	TF	RAD51	EFO:0002067	ENCFF536WBT	K562
3773	TF	RB1	EFO:0002067	ENCFF479SOJ	K562
3774	TF	RBBP5	EFO:0002067	ENCFF942VGF	K562
3775	TF	RBFOX2	EFO:0002067	ENCFF232ASB	K562
3776	TF	RBM14	EFO:0002067	ENCFF465UMU	K562
3777	TF	RBM15	EFO:0002067	ENCFF563WDZ	K562
3778	TF	RBM22	EFO:0002067	ENCFF420IBN	K562
3779	TF	RBM25	EFO:0002067	ENCFF102XVH	K562
3780	TF	RBM34	EFO:0002067	ENCFF670ILH	K562
3781	TF	RBM39	EFO:0002067	ENCFF503DIK	K562
3782	TF	RBPJ	EFO:0002067	ENCFF691JZW	K562
3783	TF	RCOR1	EFO:0002067	ENCFF224YBQ	K562
3784	TF	RELA	EFO:0002067	ENCFF936WES	K562
3785	TF	REST	EFO:0002067	ENCFF118ECK	K562
3786	TF	RFX1	EFO:0002067	ENCFF768VRG	K562
3787	TF	RFX5	EFO:0002067	ENCFF661EUX	K562
3788	TF	RFX7	EFO:0002067	ENCFF774NZZ	K562
3789	TF	RHOXF2B	EFO:0002067	ENCFF727JXN	K562
3790	TF	RLF	EFO:0002067	ENCFF752VQB	K562
3791	TF	RNF2	EFO:0002067	ENCFF271MJE	K562
3792	TF	RNF219	EFO:0002067	ENCFF417FFL	K562
3793	TF	RREB1	EFO:0002067	ENCFF057RJK	K562
3794	TF	RUNX1	EFO:0002067	ENCFF003LPE	K562
3795	TF	SAFB	EFO:0002067	ENCFF411YVY	K562
3796	TF	SAP30	EFO:0002067	ENCFF383IEP	K562
3797	TF	SETDB1	EFO:0002067	ENCFF267QRI	K562
3798	TF	SFPQ	EFO:0002067	ENCFF652ZEN	K562
3799	TF	SIN3A	EFO:0002067	ENCFF469KAH	K562
3800	TF	SIN3B	EFO:0002067	ENCFF257NOX	K562
3801	TF	SIRT6	EFO:0002067	ENCFF821XJU	K562
3802	TF	SIX5	EFO:0002067	ENCFF742ZHT	K562
3803	TF	SKIL	EFO:0002067	ENCFF067KCK	K562
3804	TF	SLC30A9	EFO:0002067	ENCFF441QXF	K562
3805	TF	SMAD1	EFO:0002067	ENCFF120PGJ	K562
3806	TF	SMAD2	EFO:0002067	ENCFF730QQD	K562
3807	TF	SMAD3	EFO:0002067	ENCFF335ZTU	K562
3808	TF	SMAD4	EFO:0002067	ENCFF934NEX	K562
3809	TF	SMAD5	EFO:0002067	ENCFF971YTJ	K562
3810	TF	SMARCA4	EFO:0002067	ENCFF793FMG	K562
3811	TF	SMARCA5	EFO:0002067	ENCFF722RWS	K562
3812	TF	SMARCB1	EFO:0002067	ENCFF217LXF	K562
3813	TF	SMARCC2	EFO:0002067	ENCFF908MWB	K562
3814	TF	SMARCE1	EFO:0002067	ENCFF148YMC	K562
3815	TF	SMC3	EFO:0002067	ENCFF289LLT	K562
3816	TF	SNAPC5	EFO:0002067	ENCFF656THP	K562
3817	TF	SNIP1	EFO:0002067	ENCFF020XNM	K562
3818	TF	SNRNP70	EFO:0002067	ENCFF206MJS	K562
3819	TF	SOX6	EFO:0002067	ENCFF125GZU	K562
3820	TF	SP1	EFO:0002067	ENCFF412ERW	K562
3821	TF	SP2	EFO:0002067	ENCFF741FZG	K562
3822	TF	SPI1	EFO:0002067	ENCFF888CKG	K562
3823	TF	SREBF1	EFO:0002067	ENCFF029RBI	K562
